Applicant_ID,Gender,Age,Marital_Status,Housing_Type,Education_Level,Income_Type,Annual_Income,Employment_Duration,Family_Members,Existing_Loans,Credit_Inquiries,Past_Due_Records,Approval_Status
ACC-11979,Male,45,Married,Own House,Higher Education,Working,116100.0,22.2,2,1,4,0,1
ACC-11980,Female,48,Married,Own House,Secondary / Secondary Special,Working,83000.0,11.5,3,0,3,0,1
ACC-11981,Male,54,Civil Union,Own House,Incomplete Higher,Commercial Associate,74400.0,13.9,4,1,0,0,1
ACC-11982,Female,65,Married,Rented Apartment,Secondary / Secondary Special,Working,65700.0,18.5,3,1,1,0,1
ACC-11983,Female,45,Separated,Own House,Secondary / Secondary Special,Commercial Associate,81400.0,2.9,1,0,2,0,1
ACC-11984,Female,30,Married,Rented Apartment,Higher Education,Commercial Associate,95400.0,9.8,2,2,0,1,1
ACC-11985,Female,34,Married,With Parents,Secondary / Secondary Special,Working,26500.0,2.4,5,2,1,0,0
ACC-11986,Male,62,Married,Own House,Secondary / Secondary Special,Working,40400.0,14.6,5,0,2,0,1
ACC-11987,Female,50,Separated,Own House,Secondary / Secondary Special,Commercial Associate,60100.0,9.9,2,3,2,0,1
ACC-11988,Female,61,Married,Rented Apartment,Higher Education,Commercial Associate,61700.0,3.5,4,1,2,1,0
ACC-11989,Male,45,Civil Union,Own House,Secondary / Secondary Special,State Servant,40500.0,4.2,1,1,2,1,0
ACC-11990,Male,34,Civil Union,Own House,Secondary / Secondary Special,State Servant,90100.0,1.1,1,2,4,1,0
ACC-11991,Female,55,Married,Own House,Secondary / Secondary Special,Pensioner,55700.0,10.6,5,1,0,0,1
ACC-11992,Male,54,Married,Own House,Secondary / Secondary Special,Commercial Associate,58600.0,29.5,1,0,3,1,1
ACC-11993,Female,30,Single,Own House,Higher Education,Pensioner,54900.0,3.7,1,3,0,0,1
ACC-11994,Male,55,Married,Own House,Secondary / Secondary Special,State Servant,92000.0,4.8,2,0,0,0,1
ACC-11995,Male,31,Single,Rented Apartment,Secondary / Secondary Special,State Servant,91500.0,7.3,2,0,0,0,1
ACC-11996,Male,31,Married,Own House,Secondary / Secondary Special,Working,66500.0,11.0,2,0,2,0,1
ACC-11997,Female,41,Married,Own House,Secondary / Secondary Special,Pensioner,70800.0,5.3,2,2,0,0,1
ACC-11998,Female,41,Single,Municipal Housing,Secondary / Secondary Special,Working,48200.0,6.2,4,3,3,0,0
ACC-11999,Female,42,Married,Rented Apartment,Secondary / Secondary Special,State Servant,70000.0,21.4,4,0,1,1,1
ACC-12000,Female,65,Married,Rented Apartment,Secondary / Secondary Special,Working,32600.0,8.5,2,2,0,1,0
ACC-12001,Female,27,Married,Own House,Incomplete Higher,Working,57000.0,3.8,2,0,2,0,1
ACC-12002,Male,37,Married,Rented Apartment,Secondary / Secondary Special,Working,65600.0,4.5,3,4,3,0,0
ACC-12003,Female,22,Married,Own House,Higher Education,Working,52900.0,1.9,3,1,2,1,0
ACC-12004,Female,32,Single,Own House,Secondary / Secondary Special,Working,78000.0,11.8,2,0,0,1,1
ACC-12005,Male,62,Married,Own House,Secondary / Secondary Special,State Servant,81700.0,34.3,2,0,3,0,1
ACC-12006,Female,38,Married,Own House,Secondary / Secondary Special,Working,87200.0,6.0,2,0,2,0,1
ACC-12007,Male,31,Single,Rented Apartment,Secondary / Secondary Special,Working,116400.0,4.7,1,0,1,0,1
ACC-12008,Female,36,Married,Own House,Incomplete Higher,Working,74200.0,4.3,2,2,0,0,1
ACC-12009,Female,38,Married,Rented Apartment,Incomplete Higher,Commercial Associate,78600.0,16.1,3,0,1,0,1
ACC-12010,Female,55,Civil Union,Rented Apartment,Higher Education,Working,54800.0,32.1,3,3,3,0,1
ACC-12011,Female,46,Single,Own House,Higher Education,Working,98600.0,11.2,3,1,0,0,1
ACC-12012,Male,36,Married,Own House,Secondary / Secondary Special,Working,77300.0,10.7,2,1,0,0,1
ACC-12013,Female,26,Single,Own House,Secondary / Secondary Special,Commercial Associate,50200.0,1.4,3,0,3,1,0
ACC-12014,Female,64,Married,Own House,Incomplete Higher,Working,59700.0,19.4,1,2,0,0,1
ACC-12015,Female,63,Single,Own House,Higher Education,Working,90200.0,27.3,2,1,3,0,1
ACC-12016,Female,62,Married,Municipal Housing,Secondary / Secondary Special,Working,76600.0,16.5,3,2,0,1,1
ACC-12017,Male,32,Married,Own House,Secondary / Secondary Special,Pensioner,63800.0,4.6,2,3,1,0,1
ACC-12018,Female,33,Married,Own House,Secondary / Secondary Special,Working,53200.0,0.5,2,0,0,0,1
ACC-12019,Male,24,Married,With Parents,Incomplete Higher,Commercial Associate,84400.0,3.3,2,0,3,0,1
ACC-12020,Male,59,Married,Own House,Secondary / Secondary Special,Working,77600.0,34.7,4,2,2,1,1
ACC-12021,Male,22,Separated,Rented Apartment,Secondary / Secondary Special,Working,61000.0,2.0,2,2,4,4,0
ACC-12022,Male,46,Married,Own House,Secondary / Secondary Special,Working,55700.0,18.8,3,1,2,0,1
ACC-12023,Female,47,Married,Own House,Higher Education,Working,105700.0,15.0,5,0,0,1,1
ACC-12024,Female,47,Married,Own House,Secondary / Secondary Special,Working,61100.0,7.6,3,1,0,0,1
ACC-12025,Female,35,Married,Own House,Higher Education,Working,63700.0,15.0,2,0,1,2,0
ACC-12026,Male,28,Single,Own House,Secondary / Secondary Special,Working,95200.0,4.9,1,0,1,3,0
ACC-12027,Male,27,Married,Rented Apartment,Higher Education,Commercial Associate,81100.0,4.9,2,1,4,0,1
ACC-12028,Female,60,Married,Own House,Higher Education,Pensioner,67900.0,27.5,2,0,1,1,1
ACC-12029,Male,32,Married,With Parents,Secondary / Secondary Special,Working,72100.0,10.2,3,1,2,0,1
ACC-12030,Female,33,Single,Own House,Secondary / Secondary Special,Commercial Associate,90000.0,0.6,2,3,4,0,0
ACC-12031,Male,63,Married,Own House,Secondary / Secondary Special,Pensioner,48700.0,9.9,5,2,0,1,1
ACC-12032,Female,37,Married,Own House,Secondary / Secondary Special,State Servant,18000.0,11.5,2,3,3,0,0
ACC-12033,Male,37,Married,With Parents,Higher Education,Working,74500.0,15.3,3,2,1,0,1
ACC-12034,Male,56,Married,Own House,Secondary / Secondary Special,Commercial Associate,86500.0,24.8,2,0,2,0,1
ACC-12035,Female,41,Married,Own House,Secondary / Secondary Special,Working,62600.0,9.0,2,2,0,1,1
ACC-12036,Female,28,Single,With Parents,Secondary / Secondary Special,Working,76300.0,3.2,3,3,0,1,0
ACC-12037,Female,25,Single,Own House,Secondary / Secondary Special,Working,87500.0,3.8,2,3,0,0,1
ACC-12038,Female,46,Single,With Parents,Higher Education,Working,101100.0,19.4,1,1,5,0,1
ACC-12039,Female,36,Married,Own House,Secondary / Secondary Special,Working,49000.0,9.9,2,0,2,4,0
ACC-12040,Male,56,Married,Rented Apartment,Incomplete Higher,Working,53200.0,10.8,2,0,0,0,0
ACC-12041,Male,48,Married,With Parents,Incomplete Higher,Commercial Associate,115900.0,25.9,3,0,6,2,0
ACC-12042,Female,49,Separated,Rented Apartment,Secondary / Secondary Special,Working,61100.0,16.2,5,3,1,1,1
ACC-12043,Female,32,Single,Own House,Secondary / Secondary Special,Commercial Associate,77900.0,9.6,1,1,3,0,1
ACC-12044,Male,57,Single,Own House,Higher Education,Working,101200.0,8.3,2,2,0,0,1
ACC-12045,Male,50,Married,With Parents,Secondary / Secondary Special,Working,92200.0,10.6,3,1,1,0,1
ACC-12046,Female,43,Married,Own House,Secondary / Secondary Special,Commercial Associate,60200.0,20.2,5,1,2,0,1
ACC-12047,Male,36,Married,Own House,Secondary / Secondary Special,Pensioner,34100.0,1.3,4,0,0,0,0
ACC-12048,Female,34,Married,Rented Apartment,Secondary / Secondary Special,Working,29700.0,7.4,3,0,1,1,0
ACC-12049,Female,30,Civil Union,Own House,Higher Education,Working,83500.0,5.1,2,1,1,1,1
ACC-12050,Female,27,Separated,Own House,Secondary / Secondary Special,State Servant,77500.0,5.4,1,1,0,0,1
ACC-12051,Female,65,Married,Own House,Secondary / Secondary Special,Working,57000.0,13.0,2,0,0,0,1
ACC-12052,Female,57,Married,Own House,Incomplete Higher,State Servant,103700.0,8.5,2,2,4,0,1
ACC-12053,Male,49,Separated,Own House,Higher Education,Commercial Associate,107600.0,26.9,3,0,0,0,1
ACC-12054,Male,23,Single,Own House,Secondary / Secondary Special,Working,62800.0,1.9,2,2,0,0,1
ACC-12055,Male,35,Married,Own House,Higher Education,Working,82300.0,2.0,3,0,1,2,0
ACC-12056,Female,56,Married,Rented Apartment,Secondary / Secondary Special,Working,35100.0,7.4,2,1,2,0,0
ACC-12057,Female,39,Married,With Parents,Higher Education,Working,88000.0,19.0,3,0,2,0,1
ACC-12058,Male,33,Married,Own House,Secondary / Secondary Special,State Servant,72900.0,2.9,1,2,2,0,1
ACC-12059,Female,62,Married,Own House,Secondary / Secondary Special,Commercial Associate,77400.0,25.8,1,1,0,0,1
ACC-12060,Female,41,Single,Rented Apartment,Higher Education,Commercial Associate,110100.0,9.1,1,1,1,0,1
ACC-12061,Female,57,Married,Own House,Secondary / Secondary Special,State Servant,50200.0,32.8,4,3,2,0,1
ACC-12062,Male,47,Married,Own House,Academic Degree,Working,82600.0,20.5,1,0,3,1,1
ACC-12063,Female,49,Married,Own House,Secondary / Secondary Special,Commercial Associate,77700.0,17.5,3,0,1,0,1
ACC-12064,Female,40,Single,Own House,Incomplete Higher,Working,69900.0,0.7,1,2,0,0,1
ACC-12065,Male,45,Single,With Parents,Incomplete Higher,State Servant,61300.0,22.1,2,1,1,0,1
ACC-12066,Female,26,Married,Own House,Secondary / Secondary Special,Working,69500.0,2.9,4,0,0,3,0
ACC-12067,Female,56,Civil Union,Rented Apartment,Higher Education,Commercial Associate,122100.0,33.6,2,1,2,0,1
ACC-12068,Female,22,Civil Union,Own House,Secondary / Secondary Special,State Servant,82000.0,1.2,1,0,0,1,0
ACC-12069,Female,42,Married,With Parents,Higher Education,Working,108900.0,15.4,2,0,0,1,1
ACC-12070,Male,52,Married,Own House,Secondary / Secondary Special,Working,87100.0,2.7,4,1,1,0,1
ACC-12071,Female,36,Single,Own House,Higher Education,Working,100900.0,12.0,2,2,1,1,1
ACC-12072,Female,38,Single,Own House,Secondary / Secondary Special,Working,72800.0,6.4,2,1,1,0,1
ACC-12073,Male,25,Separated,Own House,Secondary / Secondary Special,Commercial Associate,122700.0,2.1,2,1,1,0,1
ACC-12074,Male,56,Civil Union,Own House,Secondary / Secondary Special,Pensioner,62200.0,4.7,2,2,2,0,0
ACC-12075,Male,50,Single,Own House,Secondary / Secondary Special,Working,46400.0,4.8,1,0,1,1,0
ACC-12076,Female,65,Married,Own House,Higher Education,Working,49000.0,8.8,3,1,1,3,0
ACC-12077,Female,39,Married,Own House,Higher Education,Commercial Associate,99700.0,6.6,3,2,0,2,1
ACC-12078,Male,43,Married,Own House,Higher Education,Working,103700.0,20.6,2,0,1,0,1
ACC-12079,Male,54,Married,Rented Apartment,Secondary / Secondary Special,Working,86100.0,12.8,3,0,1,0,1
ACC-12080,Female,33,Single,Rented Apartment,Secondary / Secondary Special,Pensioner,18000.0,9.6,4,4,1,0,0
ACC-12081,Female,63,Married,Rented Apartment,Secondary / Secondary Special,Commercial Associate,96000.0,4.0,4,4,2,0,1
ACC-12082,Female,49,Single,Rented Apartment,Higher Education,Working,115000.0,17.3,1,0,1,0,1
ACC-12083,Male,56,Married,Own House,Academic Degree,Working,123400.0,17.6,2,0,2,0,1
ACC-12084,Female,42,Married,Own House,Secondary / Secondary Special,Commercial Associate,89100.0,21.5,4,0,1,4,0
ACC-12085,Female,56,Married,Own House,Secondary / Secondary Special,Commercial Associate,77100.0,30.5,1,0,1,0,1
ACC-12086,Female,29,Married,Rented Apartment,Secondary / Secondary Special,State Servant,54900.0,4.4,1,1,2,0,0
ACC-12087,Male,59,Single,Municipal Housing,Higher Education,Working,107300.0,30.3,4,1,0,0,1
ACC-12088,Male,39,Single,Own House,Higher Education,Pensioner,82800.0,4.1,2,2,1,0,1
ACC-12089,Female,58,Separated,Own House,Higher Education,Commercial Associate,97800.0,21.6,2,0,1,3,1
ACC-12090,Male,26,Married,Own House,Secondary / Secondary Special,Commercial Associate,135900.0,0.9,2,2,0,0,1
ACC-12091,Male,35,Married,Own House,Higher Education,Commercial Associate,71800.0,5.5,3,0,1,0,1
ACC-12092,Female,40,Married,Own House,Higher Education,Working,84900.0,4.9,2,0,1,0,1
ACC-12093,Female,29,Married,Own House,Secondary / Secondary Special,Pensioner,28000.0,6.6,4,1,4,4,0
ACC-12094,Female,52,Single,With Parents,Secondary / Secondary Special,Working,73500.0,15.9,2,0,3,0,1
ACC-12095,Male,24,Single,Own House,Secondary / Secondary Special,Working,22100.0,3.1,2,0,0,0,1
ACC-12096,Male,38,Civil Union,With Parents,Secondary / Secondary Special,State Servant,92900.0,9.5,2,2,1,0,1
ACC-12097,Male,25,Married,Rented Apartment,Higher Education,Commercial Associate,127100.0,0.9,1,0,0,0,1
ACC-12098,Male,40,Civil Union,Rented Apartment,Secondary / Secondary Special,State Servant,70900.0,14.8,2,1,0,1,1
ACC-12099,Female,43,Married,Own House,Higher Education,Working,83200.0,19.2,2,0,2,0,1
ACC-12100,Male,31,Civil Union,Own House,Secondary / Secondary Special,Working,80800.0,10.0,4,0,0,0,1
ACC-12101,Female,57,Married,Own House,Secondary / Secondary Special,Pensioner,52200.0,21.4,2,1,0,0,1
ACC-12102,Female,42,Married,Own House,Secondary / Secondary Special,Working,85900.0,16.7,2,2,4,3,0
ACC-12103,Male,24,Married,Own House,Secondary / Secondary Special,State Servant,62300.0,3.1,2,1,2,0,1
ACC-12104,Male,49,Separated,Municipal Housing,Secondary / Secondary Special,Working,61000.0,4.9,3,1,2,1,0
ACC-12105,Female,64,Married,Rented Apartment,Secondary / Secondary Special,State Servant,88700.0,7.6,2,3,3,0,0
ACC-12106,Male,54,Married,Rented Apartment,Secondary / Secondary Special,Working,78900.0,2.9,2,2,2,1,0
ACC-12107,Male,33,Single,With Parents,Secondary / Secondary Special,Commercial Associate,76200.0,4.5,4,0,0,4,0
ACC-12108,Female,62,Married,Own House,Secondary / Secondary Special,State Servant,73100.0,20.2,2,1,1,0,1
ACC-12109,Male,29,Married,Own House,Secondary / Secondary Special,Working,69100.0,9.0,2,1,1,0,1
ACC-12110,Female,62,Married,Own House,Secondary / Secondary Special,Commercial Associate,90300.0,18.4,2,1,0,0,1
ACC-12111,Female,51,Married,Own House,Incomplete Higher,State Servant,92900.0,22.7,3,1,3,1,1
ACC-12112,Female,27,Civil Union,Rented Apartment,Secondary / Secondary Special,Commercial Associate,72300.0,5.0,2,0,1,0,1
ACC-12113,Male,24,Single,Own House,Higher Education,Pensioner,55800.0,1.2,1,1,0,0,1
ACC-12114,Male,39,Married,Own House,Secondary / Secondary Special,Working,71000.0,1.6,3,1,0,0,1
ACC-12115,Female,62,Separated,Own House,Higher Education,Working,78200.0,23.2,1,1,0,0,1
ACC-12116,Female,50,Married,Own House,Secondary / Secondary Special,Working,45000.0,21.2,3,2,3,0,1
ACC-12117,Male,51,Married,Own House,Incomplete Higher,Working,86900.0,30.9,1,2,1,1,1
ACC-12118,Female,55,Married,Rented Apartment,Secondary / Secondary Special,Working,58700.0,12.9,2,1,1,1,1
ACC-12119,Male,41,Married,Own House,Higher Education,Commercial Associate,63900.0,18.9,1,1,1,0,1
ACC-12120,Male,51,Married,Own House,Secondary / Secondary Special,Working,83600.0,12.1,2,1,2,0,1
ACC-12121,Female,39,Separated,Own House,Secondary / Secondary Special,Working,55400.0,13.3,3,1,2,0,1
ACC-12122,Male,51,Single,Own House,Higher Education,Working,102700.0,18.7,1,3,1,1,1
ACC-12123,Female,52,Married,Own House,Secondary / Secondary Special,State Servant,88800.0,2.2,2,1,4,0,0
ACC-12124,Male,22,Single,Municipal Housing,Secondary / Secondary Special,Commercial Associate,84200.0,0.6,4,0,5,0,0
ACC-12125,Male,30,Single,Own House,Secondary / Secondary Special,Working,20200.0,0.7,2,1,6,0,0
ACC-12126,Male,22,Separated,Own House,Higher Education,State Servant,46800.0,1.1,3,1,2,0,0
ACC-12127,Female,22,Civil Union,Own House,Incomplete Higher,Working,50200.0,1.6,4,1,4,0,0
ACC-12128,Male,44,Married,Rented Apartment,Secondary / Secondary Special,Pensioner,43700.0,4.6,5,1,1,0,0
ACC-12129,Female,37,Single,Own House,Higher Education,Commercial Associate,131400.0,10.5,4,0,3,0,1
ACC-12130,Female,52,Married,Own House,Secondary / Secondary Special,Working,71400.0,9.6,2,0,3,0,1
ACC-12131,Female,36,Married,Own House,Secondary / Secondary Special,Commercial Associate,137600.0,12.9,5,0,3,0,1
ACC-12132,Male,36,Married,With Parents,Incomplete Higher,Commercial Associate,47200.0,12.9,3,1,3,0,1
ACC-12133,Female,59,Married,Own House,Higher Education,Working,92700.0,30.4,3,0,1,0,1
ACC-12134,Male,51,Married,Own House,Higher Education,State Servant,80200.0,16.5,1,2,0,1,1
ACC-12135,Male,63,Married,Own House,Secondary / Secondary Special,Working,70200.0,12.6,5,0,0,0,1
ACC-12136,Female,44,Married,Own House,Secondary / Secondary Special,Working,103500.0,19.5,3,3,2,0,1
ACC-12137,Male,21,Single,With Parents,Secondary / Secondary Special,Working,104900.0,0.6,3,0,0,0,1
ACC-12138,Female,31,Married,With Parents,Secondary / Secondary Special,Working,66200.0,3.5,1,0,1,0,0
ACC-12139,Male,41,Single,Own House,Secondary / Secondary Special,Working,84000.0,4.3,1,1,1,0,1
ACC-12140,Male,24,Married,With Parents,Higher Education,Pensioner,74700.0,2.9,5,0,1,1,0
ACC-12141,Female,27,Separated,Rented Apartment,Higher Education,Working,66300.0,5.0,2,3,4,0,0
ACC-12142,Male,46,Married,With Parents,Secondary / Secondary Special,Working,65300.0,17.1,2,0,2,1,1
ACC-12143,Female,32,Married,Own House,Secondary / Secondary Special,Commercial Associate,68900.0,5.3,3,1,2,2,0
ACC-12144,Female,51,Married,Own House,Higher Education,State Servant,88600.0,3.6,1,3,1,0,1
ACC-12145,Male,37,Single,Own House,Secondary / Secondary Special,Pensioner,26300.0,15.5,2,0,3,1,0
ACC-12146,Female,53,Separated,Rented Apartment,Higher Education,Commercial Associate,108400.0,17.0,2,0,0,0,1
ACC-12147,Female,31,Married,Own House,Secondary / Secondary Special,Pensioner,51700.0,4.8,2,0,0,0,1
ACC-12148,Female,48,Married,Own House,Secondary / Secondary Special,State Servant,80500.0,16.7,2,1,4,3,0
ACC-12149,Male,52,Civil Union,Own House,Academic Degree,Pensioner,96800.0,6.6,1,0,2,0,1
ACC-12150,Female,21,Married,Own House,Secondary / Secondary Special,Commercial Associate,116000.0,0.6,1,1,2,0,1
ACC-12151,Female,48,Single,Own House,Secondary / Secondary Special,Working,113200.0,11.7,2,2,1,0,1
ACC-12152,Male,62,Married,With Parents,Secondary / Secondary Special,Working,56100.0,9.9,4,2,1,0,1
ACC-12153,Male,27,Married,Own House,Higher Education,Commercial Associate,126300.0,2.1,2,0,1,0,1
ACC-12154,Female,22,Married,With Parents,Higher Education,Working,136500.0,1.8,2,0,0,2,1
ACC-12155,Female,62,Married,Own House,Secondary / Secondary Special,Working,86900.0,22.5,1,0,1,0,1
ACC-12156,Female,44,Single,Own House,Secondary / Secondary Special,Commercial Associate,95800.0,11.9,3,1,1,1,1
ACC-12157,Female,24,Separated,Own House,Higher Education,Pensioner,29900.0,2.9,5,0,1,0,1
ACC-12158,Female,64,Married,Own House,Secondary / Secondary Special,Working,52700.0,41.9,2,2,1,0,1
ACC-12159,Male,39,Single,Own House,Higher Education,Commercial Associate,95900.0,2.6,2,1,4,0,0
ACC-12160,Male,46,Married,Rented Apartment,Secondary / Secondary Special,Commercial Associate,110500.0,21.8,2,0,2,0,1
ACC-12161,Male,31,Married,Own House,Secondary / Secondary Special,Pensioner,28900.0,6.6,3,1,3,0,0
ACC-12162,Female,60,Married,Rented Apartment,Higher Education,Pensioner,68100.0,6.3,2,0,1,2,0
ACC-12163,Male,63,Civil Union,Own House,Secondary / Secondary Special,Commercial Associate,98500.0,13.1,2,0,1,0,1
ACC-12164,Female,31,Single,Own House,Higher Education,Commercial Associate,87900.0,5.6,3,0,0,0,1
ACC-12165,Male,65,Single,Own House,Secondary / Secondary Special,Working,71100.0,31.3,5,0,0,0,1
ACC-12166,Male,23,Single,Own House,Secondary / Secondary Special,Commercial Associate,83300.0,1.1,1,1,1,0,1
ACC-12167,Female,32,Single,Own House,Academic Degree,Commercial Associate,144300.0,6.7,5,1,1,0,1
ACC-12168,Male,23,Separated,Own House,Secondary / Secondary Special,State Servant,79500.0,2.2,2,0,2,0,0
ACC-12169,Female,62,Single,Own House,Higher Education,State Servant,103800.0,19.1,3,4,1,2,1
ACC-12170,Male,47,Civil Union,Own House,Secondary / Secondary Special,Working,69400.0,23.4,2,1,3,1,1
ACC-12171,Female,22,Married,Own House,Higher Education,Commercial Associate,68100.0,1.8,2,0,5,0,0
ACC-12172,Female,36,Married,Rented Apartment,Higher Education,Working,93100.0,7.8,3,0,0,0,1
ACC-12173,Male,22,Married,Own House,Secondary / Secondary Special,Working,66200.0,2.0,2,1,1,0,0
ACC-12174,Female,50,Married,Own House,Higher Education,Working,106900.0,2.7,1,4,2,0,1
ACC-12175,Male,40,Single,Rented Apartment,Higher Education,Working,80700.0,0.6,2,1,0,1,0
ACC-12176,Female,58,Married,Own House,Secondary / Secondary Special,State Servant,65900.0,14.8,2,3,0,1,1
ACC-12177,Male,48,Single,Own House,Secondary / Secondary Special,Working,66600.0,17.0,1,1,2,0,1
ACC-12178,Male,45,Married,Own House,Secondary / Secondary Special,Working,49300.0,15.9,4,1,5,0,1
ACC-12179,Female,52,Married,Own House,Secondary / Secondary Special,Pensioner,19600.0,15.5,1,1,2,0,1
ACC-12180,Female,30,Married,Rented Apartment,Secondary / Secondary Special,Working,73400.0,1.7,2,1,1,3,0
ACC-12181,Female,62,Separated,Own House,Secondary / Secondary Special,Working,87200.0,7.6,1,0,1,2,0
ACC-12182,Female,60,Married,With Parents,Secondary / Secondary Special,Working,51300.0,34.2,2,2,1,0,1
ACC-12183,Female,53,Married,Rented Apartment,Higher Education,Working,85200.0,28.7,2,0,1,1,1
ACC-12184,Male,33,Single,Own House,Secondary / Secondary Special,Working,83300.0,8.9,2,1,1,2,0
ACC-12185,Male,61,Single,Own House,Incomplete Higher,Working,85400.0,27.4,1,1,0,0,1
ACC-12186,Male,62,Married,Own House,Secondary / Secondary Special,Commercial Associate,85100.0,25.3,1,1,3,1,1
ACC-12187,Male,57,Married,Own House,Secondary / Secondary Special,Working,74100.0,7.9,3,0,2,0,1
ACC-12188,Male,36,Married,Own House,Higher Education,Working,101700.0,7.1,2,1,2,0,1
ACC-12189,Male,65,Separated,Own House,Secondary / Secondary Special,State Servant,80600.0,31.5,2,1,4,0,1
ACC-12190,Female,42,Married,Own House,Secondary / Secondary Special,Working,41400.0,12.1,1,1,0,0,1
ACC-12191,Male,40,Married,Own House,Secondary / Secondary Special,Pensioner,87200.0,0.9,4,2,0,1,1
ACC-12192,Male,63,Married,Municipal Housing,Secondary / Secondary Special,Working,71000.0,41.0,1,1,2,0,1
ACC-12193,Male,47,Married,Own House,Secondary / Secondary Special,Working,81100.0,22.9,4,0,6,0,1
ACC-12194,Female,61,Single,With Parents,Academic Degree,Commercial Associate,108200.0,11.1,2,4,1,0,1
ACC-12195,Female,36,Married,With Parents,Secondary / Secondary Special,Working,60900.0,10.1,2,2,0,0,1
ACC-12196,Female,54,Married,Own House,Higher Education,Working,98300.0,31.4,3,0,2,0,1
ACC-12197,Male,52,Married,Rented Apartment,Higher Education,Commercial Associate,65300.0,3.5,4,0,0,0,1
ACC-12198,Female,46,Married,Own House,Secondary / Secondary Special,Working,45200.0,13.3,2,0,1,0,1
ACC-12199,Female,45,Married,Own House,Secondary / Secondary Special,State Servant,49000.0,11.7,2,1,0,1,1
ACC-12200,Male,22,Single,Own House,Higher Education,Pensioner,41900.0,1.1,2,2,3,2,0
ACC-12201,Female,32,Single,Own House,Higher Education,Working,92300.0,10.1,4,2,1,0,1
ACC-12202,Female,60,Civil Union,Own House,Secondary / Secondary Special,Commercial Associate,78400.0,15.5,3,2,3,0,1
ACC-12203,Female,29,Single,Own House,Secondary / Secondary Special,Working,96300.0,1.0,1,0,0,2,0
ACC-12204,Male,32,Single,Own House,Secondary / Secondary Special,Pensioner,20300.0,1.3,1,1,1,0,0
ACC-12205,Male,46,Married,Own House,Secondary / Secondary Special,State Servant,70200.0,1.6,1,0,4,0,0
ACC-12206,Female,29,Single,Own House,Secondary / Secondary Special,Pensioner,25600.0,4.0,2,0,0,1,0
ACC-12207,Male,30,Single,Own House,Higher Education,Working,52200.0,7.3,1,1,1,0,1
ACC-12208,Female,52,Single,Own House,Secondary / Secondary Special,State Servant,77900.0,6.9,3,0,1,0,1
ACC-12209,Male,54,Married,Own House,Higher Education,Working,104800.0,22.2,1,1,2,1,1
ACC-12210,Male,40,Married,Own House,Higher Education,Working,102100.0,13.9,2,1,0,0,1
ACC-12211,Male,59,Single,Own House,Secondary / Secondary Special,Pensioner,18000.0,10.3,2,2,1,2,0
ACC-12212,Female,22,Single,Rented Apartment,Secondary / Secondary Special,Working,66800.0,1.4,2,0,2,0,0
ACC-12213,Male,21,Separated,Own House,Higher Education,Pensioner,83100.0,0.8,1,2,1,0,1
ACC-12214,Male,56,Married,Rented Apartment,Higher Education,Working,110900.0,17.1,1,4,0,0,1
ACC-12215,Female,44,Married,Own House,Higher Education,State Servant,103800.0,8.4,1,2,2,0,1
ACC-12216,Male,47,Married,With Parents,Secondary / Secondary Special,Working,86200.0,16.9,3,2,1,1,1
ACC-12217,Female,22,Single,Own House,Secondary / Secondary Special,Working,88500.0,2.0,3,1,0,0,1
ACC-12218,Male,51,Married,Own House,Secondary / Secondary Special,Working,67300.0,13.5,1,1,1,2,0
ACC-12219,Female,34,Married,Own House,Secondary / Secondary Special,Commercial Associate,91000.0,5.8,2,1,3,0,0
ACC-12220,Male,22,Separated,Own House,Higher Education,Working,112000.0,1.2,2,1,0,0,1
ACC-12221,Female,49,Married,Own House,Secondary / Secondary Special,Commercial Associate,88600.0,2.7,2,1,1,4,0
ACC-12222,Female,35,Single,Own House,Higher Education,Working,116400.0,8.5,2,2,2,0,1
ACC-12223,Female,32,Married,Municipal Housing,Secondary / Secondary Special,Working,84200.0,4.3,2,1,0,1,0
ACC-12224,Female,57,Single,Own House,Higher Education,Working,76100.0,4.9,2,0,0,0,1
ACC-12225,Female,48,Married,Own House,Incomplete Higher,Working,36300.0,13.3,1,1,1,1,1
ACC-12226,Female,40,Civil Union,Rented Apartment,Secondary / Secondary Special,State Servant,65400.0,0.6,3,0,2,0,0
ACC-12227,Male,59,Civil Union,Own House,Higher Education,State Servant,64000.0,16.0,4,0,0,2,1
ACC-12228,Female,44,Married,Rented Apartment,Secondary / Secondary Special,Working,66800.0,3.0,4,0,3,1,0
ACC-12229,Female,41,Married,Own House,Secondary / Secondary Special,Commercial Associate,79800.0,1.0,1,0,2,0,1
ACC-12230,Male,30,Married,Rented Apartment,Higher Education,Commercial Associate,133600.0,8.3,3,2,0,0,1
ACC-12231,Female,34,Single,Own House,Higher Education,Working,101100.0,12.9,3,1,1,0,1
ACC-12232,Male,57,Civil Union,Rented Apartment,Secondary / Secondary Special,Working,86500.0,8.1,4,0,4,0,1
ACC-12233,Male,38,Married,Rented Apartment,Secondary / Secondary Special,Commercial Associate,69200.0,9.9,2,1,0,0,1
ACC-12234,Male,44,Single,Own House,Higher Education,Working,123700.0,7.0,3,0,1,0,1
ACC-12235,Male,34,Married,Own House,Higher Education,Working,109700.0,7.2,1,1,1,0,1
ACC-12236,Male,54,Single,Own House,Secondary / Secondary Special,Working,74400.0,15.1,2,1,0,0,1
